record_id,date,week,month,annotator_id,annotator_name,annotator_level,project_id,project_name,task_type,annotations_count,avg_review_time_sec,accuracy_rate,flagged_count,throughput_per_hour
206,2025-02-12,7,2025-02,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,120,39.9,0.929,8,10827.1
207,2025-02-12,7,2025-02,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,132,69.4,0.8284,22,6847.3
208,2025-02-12,7,2025-02,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,132,61.9,0.9438,7,7676.9
209,2025-02-12,7,2025-02,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,152,86.2,0.7306,40,6348.0
210,2025-02-12,7,2025-02,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,111,39.4,0.9438,6,10142.1
211,2025-02-12,7,2025-02,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,20,110.7,0.7805,4,650.4
212,2025-02-12,7,2025-02,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,71,41.1,0.7307,19,6219.0
213,2025-02-13,7,2025-02,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,169,49.8,0.8813,20,12216.9
214,2025-02-13,7,2025-02,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,106,32.5,1.0,0,11741.5
215,2025-02-13,7,2025-02,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,108,34.8,0.8802,12,11172.4
216,2025-02-13,7,2025-02,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,107,17.4,0.8978,10,22137.9
217,2025-02-13,7,2025-02,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,109,73.2,0.934,7,5360.7
218,2025-02-13,7,2025-02,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,156,44.6,0.8457,24,12591.9
219,2025-02-13,7,2025-02,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,192,93.0,0.7908,40,7432.3
220,2025-02-13,7,2025-02,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,88,94.7,0.7813,19,3345.3
221,2025-02-13,7,2025-02,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,66,46.7,0.828,11,5087.8
222,2025-02-14,7,2025-02,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,130,45.8,0.9232,9,10218.3
223,2025-02-14,7,2025-02,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,139,41.7,0.8705,18,12000.0
224,2025-02-14,7,2025-02,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,179,34.7,0.8978,18,18570.6
225,2025-02-14,7,2025-02,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,107,43.8,0.8337,17,8794.5
226,2025-02-14,7,2025-02,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,91,30.1,0.9701,2,10883.7
227,2025-02-14,7,2025-02,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,151,77.8,0.8889,16,6987.1
228,2025-02-14,7,2025-02,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,79,42.6,0.9096,7,6676.1
229,2025-02-14,7,2025-02,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,42,72.5,0.8056,8,2085.5
230,2025-02-14,7,2025-02,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,76,61.8,0.8567,10,4427.2
231,2025-02-14,7,2025-02,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,106,48.3,0.8568,15,7900.6
232,2025-02-14,7,2025-02,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,115,99.4,0.7714,26,4165.0
233,2025-02-14,7,2025-02,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,104,38.2,0.8854,11,9801.0
234,2025-02-17,8,2025-02,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,147,46.8,0.9515,7,11307.7
235,2025-02-17,8,2025-02,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,132,42.4,0.8733,16,11207.5
236,2025-02-17,8,2025-02,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,171,22.1,1.0,0,27855.2
237,2025-02-17,8,2025-02,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,51,52.6,0.9084,4,3490.5
238,2025-02-17,8,2025-02,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,120,63.2,0.876,14,6835.4
239,2025-02-17,8,2025-02,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,122,55.6,0.8946,12,7899.3
240,2025-02-17,8,2025-02,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,100,87.9,0.7866,21,4095.6
241,2025-02-17,8,2025-02,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,107,71.8,0.7091,31,5364.9
242,2025-02-17,8,2025-02,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,124,55.3,0.819,22,8072.3
243,2025-02-18,8,2025-02,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,155,51.1,0.9038,14,10919.8
244,2025-02-18,8,2025-02,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,132,35.2,0.9206,10,13500.0
245,2025-02-18,8,2025-02,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,167,40.9,0.9509,8,14699.3
246,2025-02-18,8,2025-02,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,169,29.8,0.9895,1,20416.1
247,2025-02-18,8,2025-02,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,184,54.9,0.8164,33,12065.6
248,2025-02-18,8,2025-02,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,81,34.0,0.901,8,8576.5
249,2025-02-18,8,2025-02,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,143,61.8,0.8675,18,8330.1
250,2025-02-18,8,2025-02,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,65,85.0,0.7056,19,2752.9
251,2025-02-18,8,2025-02,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,59,37.0,0.7714,13,5740.5
252,2025-02-18,8,2025-02,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,162,31.4,1.0,0,18573.2
253,2025-02-18,8,2025-02,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,115,55.5,0.7785,25,7459.5
254,2025-02-19,8,2025-02,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,178,46.5,0.9237,13,13780.6
255,2025-02-19,8,2025-02,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,234,33.7,0.9645,8,24997.0
256,2025-02-19,8,2025-02,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,136,49.2,0.9731,3,9951.2
257,2025-02-19,8,2025-02,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,138,37.6,0.9812,2,13212.8
258,2025-02-19,8,2025-02,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,107,51.9,0.9289,7,7422.0
259,2025-02-19,8,2025-02,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,149,26.4,0.8709,19,20318.2
260,2025-02-19,8,2025-02,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,118,67.0,0.8848,13,6340.3
261,2025-02-19,8,2025-02,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,133,36.1,0.9052,12,13263.2
262,2025-02-19,8,2025-02,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,121,70.6,0.8848,13,6170.0
263,2025-02-19,8,2025-02,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,130,58.8,0.8258,22,7959.2
264,2025-02-19,8,2025-02,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,69,42.4,0.9083,6,5858.5
265,2025-02-19,8,2025-02,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,108,77.0,0.7251,29,5049.4
266,2025-02-19,8,2025-02,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,139,52.8,0.8709,17,9477.3
267,2025-02-20,8,2025-02,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,160,49.5,0.9481,8,11636.4
268,2025-02-20,8,2025-02,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,144,49.9,0.9061,13,10388.8
269,2025-02-20,8,2025-02,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,146,27.0,0.9667,4,19466.7
270,2025-02-20,8,2025-02,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,112,56.8,0.8542,16,7098.6
271,2025-02-20,8,2025-02,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,122,35.5,0.9579,5,12371.8
272,2025-02-20,8,2025-02,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,136,75.9,0.8006,27,6450.6
273,2025-02-20,8,2025-02,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,138,53.9,0.8933,14,9217.1
274,2025-02-20,8,2025-02,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,141,86.1,0.8746,17,5895.5
275,2025-02-20,8,2025-02,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,190,59.5,0.7933,39,11495.8
276,2025-02-20,8,2025-02,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,156,72.2,0.7986,31,7778.4
277,2025-02-20,8,2025-02,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,114,36.7,0.8462,17,11182.6
278,2025-02-20,8,2025-02,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,62,41.2,0.7839,13,5417.5
279,2025-02-21,8,2025-02,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,160,50.6,0.9665,5,11383.4
280,2025-02-21,8,2025-02,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,131,39.1,0.9436,7,12061.4
281,2025-02-21,8,2025-02,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,160,52.8,0.8863,18,10909.1
282,2025-02-21,8,2025-02,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,173,29.3,0.9748,4,21256.0
283,2025-02-21,8,2025-02,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,141,66.4,0.8645,19,7644.6
284,2025-02-21,8,2025-02,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,112,34.0,0.8778,13,11858.8
285,2025-02-21,8,2025-02,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,108,56.3,0.9468,5,6905.9
286,2025-02-21,8,2025-02,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,77,82.3,0.8183,13,3368.2
287,2025-02-21,8,2025-02,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,78,71.5,0.8322,13,3927.3
288,2025-02-21,8,2025-02,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,39,71.8,0.9378,2,1955.4
289,2025-02-21,8,2025-02,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,109,35.9,0.9114,9,10930.4
290,2025-02-21,8,2025-02,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,113,100.2,0.9106,10,4059.9
291,2025-02-24,9,2025-02,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,162,45.4,0.8786,19,12845.8
292,2025-02-24,9,2025-02,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,146,28.3,1.0,0,18572.4
293,2025-02-24,9,2025-02,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,117,48.6,0.8893,12,8666.7
294,2025-02-24,9,2025-02,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,177,59.2,0.8788,21,10763.5
295,2025-02-24,9,2025-02,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,118,76.0,0.8873,13,5589.5
296,2025-02-24,9,2025-02,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,200,51.5,0.8756,24,13980.6
297,2025-02-24,9,2025-02,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,127,105.6,0.8392,20,4329.5
298,2025-02-24,9,2025-02,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,124,66.1,0.9002,12,6753.4
299,2025-02-25,9,2025-02,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,211,52.6,0.895,22,14441.1
300,2025-02-25,9,2025-02,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,174,55.4,0.8955,18,11306.9
301,2025-02-25,9,2025-02,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,181,26.5,0.9609,7,24588.7
302,2025-02-25,9,2025-02,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,182,40.5,0.9019,17,16177.8
303,2025-02-25,9,2025-02,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,90,73.6,0.8858,10,4402.2
304,2025-02-25,9,2025-02,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,191,88.6,0.8031,37,7760.7
305,2025-02-25,9,2025-02,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,115,72.2,0.8243,20,5734.1
306,2025-02-25,9,2025-02,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,147,43.9,0.9075,13,12054.7
307,2025-02-25,9,2025-02,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,87,55.6,0.8944,9,5633.1
308,2025-02-26,9,2025-02,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,141,34.9,0.929,10,14544.4
309,2025-02-26,9,2025-02,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,208,41.8,0.8832,24,17913.9
310,2025-02-26,9,2025-02,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,152,51.5,0.8974,15,10625.2
311,2025-02-26,9,2025-02,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,119,82.6,0.8021,23,5186.4
312,2025-02-26,9,2025-02,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,62,50.3,0.8699,8,4437.4
313,2025-02-26,9,2025-02,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,65,100.8,0.8046,12,2321.4
314,2025-02-26,9,2025-02,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,84,48.5,0.8723,10,6235.1
315,2025-02-26,9,2025-02,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,132,52.1,0.9408,7,9120.9
316,2025-02-26,9,2025-02,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,101,26.8,0.8723,12,13567.2
317,2025-02-26,9,2025-02,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,104,95.2,0.7755,23,3932.8
318,2025-02-26,9,2025-02,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,120,38.2,0.9166,10,11308.9
319,2025-02-27,9,2025-02,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,171,55.0,0.9303,11,11192.7
320,2025-02-27,9,2025-02,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,188,37.0,0.9634,6,18291.9
321,2025-02-27,9,2025-02,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,193,56.0,0.9259,14,12407.1
322,2025-02-27,9,2025-02,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,195,28.1,1.0,0,24982.2
323,2025-02-27,9,2025-02,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,117,61.2,0.8884,13,6882.4
324,2025-02-27,9,2025-02,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,91,40.0,0.8728,11,8190.0
325,2025-02-27,9,2025-02,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,170,62.4,0.8422,26,9807.7
326,2025-02-27,9,2025-02,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,74,43.2,0.793,15,6166.7
327,2025-02-27,9,2025-02,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,44,73.0,0.8671,5,2169.9
328,2025-02-27,9,2025-02,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,124,41.6,0.8271,21,10730.8
329,2025-02-27,9,2025-02,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,140,29.7,0.9601,5,16969.7
330,2025-02-27,9,2025-02,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,142,89.6,0.7916,29,5705.4
331,2025-02-27,9,2025-02,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,116,28.7,0.8152,21,14550.5
332,2025-02-28,9,2025-02,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,155,29.2,0.9416,9,19109.6
333,2025-02-28,9,2025-02,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,230,52.6,0.8829,26,15741.4
334,2025-02-28,9,2025-02,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,193,35.5,0.9877,2,19571.8
335,2025-02-28,9,2025-02,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,144,41.6,0.9179,11,12461.5
336,2025-02-28,9,2025-02,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,156,54.0,0.9154,13,10400.0
337,2025-02-28,9,2025-02,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,151,85.9,0.869,19,6328.3
338,2025-02-28,9,2025-02,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,117,78.2,0.7886,24,5386.2
339,2025-02-28,9,2025-02,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,203,40.6,0.8539,29,18000.0
340,2025-02-28,9,2025-02,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,89,88.5,0.8154,16,3620.3
341,2025-03-03,10,2025-03,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,198,46.5,0.9193,15,15329.0
342,2025-03-03,10,2025-03,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,246,42.8,0.9431,13,20691.6
343,2025-03-03,10,2025-03,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,183,50.0,0.9384,11,13176.0
344,2025-03-03,10,2025-03,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,152,27.2,0.9099,13,20117.6
345,2025-03-03,10,2025-03,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,161,52.0,0.8707,20,11146.2
346,2025-03-03,10,2025-03,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,202,57.8,0.7814,44,12581.3
347,2025-03-03,10,2025-03,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,155,55.2,0.9574,6,10108.7
348,2025-03-03,10,2025-03,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,94,105.2,0.7877,19,3216.7
349,2025-03-03,10,2025-03,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,106,74.5,0.8591,14,5122.1
350,2025-03-03,10,2025-03,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,50,71.0,0.9128,4,2535.2
351,2025-03-03,10,2025-03,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,126,42.2,0.9198,10,10748.8
352,2025-03-03,10,2025-03,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,123,85.7,0.7497,30,5166.9
353,2025-03-03,10,2025-03,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,112,67.3,0.8626,15,5991.1
354,2025-03-04,10,2025-03,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,173,53.3,0.8345,28,11684.8
355,2025-03-04,10,2025-03,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,189,32.9,0.8755,23,20680.9
356,2025-03-04,10,2025-03,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,110,28.6,0.9464,5,13846.2
357,2025-03-04,10,2025-03,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,133,70.4,0.8581,18,6801.1
358,2025-03-04,10,2025-03,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,133,93.2,0.713,38,5137.3
359,2025-03-04,10,2025-03,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,154,47.3,0.7366,40,11720.9
360,2025-03-04,10,2025-03,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,97,110.3,0.841,15,3165.9
361,2025-03-04,10,2025-03,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,100,49.1,0.8107,18,7332.0
362,2025-03-05,10,2025-03,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,249,36.1,0.9429,14,24831.0
363,2025-03-05,10,2025-03,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,217,29.7,0.9322,14,26303.0
364,2025-03-05,10,2025-03,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,144,38.4,0.8985,14,13500.0
365,2025-03-05,10,2025-03,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,176,47.2,0.9193,14,13423.7
366,2025-03-05,10,2025-03,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,112,93.2,0.6701,36,4326.2
367,2025-03-05,10,2025-03,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,152,68.1,0.8799,18,8035.2
368,2025-03-05,10,2025-03,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,10,78.3,0.8216,1,459.8
369,2025-03-05,10,2025-03,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,190,30.7,0.9245,14,22280.1
370,2025-03-05,10,2025-03,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,73,84.8,0.9048,6,3099.1
371,2025-03-06,10,2025-03,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,183,35.3,0.9761,4,18662.9
372,2025-03-06,10,2025-03,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,203,50.2,0.9109,18,14557.8
373,2025-03-06,10,2025-03,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,261,28.2,0.946,14,33319.1
374,2025-03-06,10,2025-03,A03,Maria Santos,mid,P002,Wildfire Detection,entity_classification,189,55.6,0.9375,11,12237.4
375,2025-03-06,10,2025-03,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,175,29.9,0.9653,6,21070.2
376,2025-03-06,10,2025-03,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,112,70.0,0.8298,19,5760.0
377,2025-03-06,10,2025-03,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,150,49.4,0.9029,14,10931.2
378,2025-03-06,10,2025-03,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,133,111.7,0.8172,24,4286.5
379,2025-03-06,10,2025-03,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,107,64.8,0.9014,10,5944.4
380,2025-03-07,10,2025-03,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,154,52.4,0.941,9,10580.2
381,2025-03-07,10,2025-03,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,182,56.3,0.9155,15,11637.7
382,2025-03-07,10,2025-03,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,194,27.6,0.9605,7,25304.3
383,2025-03-07,10,2025-03,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,116,27.5,0.9638,4,15185.5
384,2025-03-07,10,2025-03,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,125,59.7,0.7739,28,7537.7
385,2025-03-07,10,2025-03,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,92,76.4,0.8885,10,4335.1
386,2025-03-07,10,2025-03,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,158,55.6,0.9551,7,10230.2
387,2025-03-07,10,2025-03,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,157,88.4,0.64,56,6393.7
388,2025-03-07,10,2025-03,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,209,36.6,0.7113,60,20557.4
389,2025-03-10,11,2025-03,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,228,61.6,0.9415,13,13324.7
390,2025-03-10,11,2025-03,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,214,52.4,0.9256,15,14702.3
391,2025-03-10,11,2025-03,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,220,29.9,0.9431,12,26488.3
392,2025-03-10,11,2025-03,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,157,33.0,0.8888,17,17127.3
393,2025-03-10,11,2025-03,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,100,66.8,0.8205,17,5389.2
394,2025-03-10,11,2025-03,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,121,48.2,0.9457,6,9037.3
395,2025-03-10,11,2025-03,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,158,45.1,0.7606,37,12612.0
396,2025-03-10,11,2025-03,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,159,41.5,0.8165,29,13792.8
397,2025-03-10,11,2025-03,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,179,31.3,0.9042,17,20587.9
398,2025-03-10,11,2025-03,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,68,85.1,0.8092,12,2876.6
399,2025-03-10,11,2025-03,A08,Tom Nguyen,junior,P003,CheckWorthy Tweets,relevance_labeling,58,58.5,0.8288,9,3569.2
400,2025-03-11,11,2025-03,A01,Aisha Patel,senior,P001,ClaimScore Survey,claim_verification,216,50.5,0.9409,12,15398.0
401,2025-03-11,11,2025-03,A01,Aisha Patel,senior,P002,Wildfire Detection,entity_classification,203,32.1,0.9337,13,22766.4
402,2025-03-11,11,2025-03,A02,James Liu,senior,P001,ClaimScore Survey,claim_verification,215,49.6,0.9012,21,15604.8
403,2025-03-11,11,2025-03,A02,James Liu,senior,P003,CheckWorthy Tweets,relevance_labeling,178,25.2,0.9179,14,25428.6
404,2025-03-11,11,2025-03,A03,Maria Santos,mid,P003,CheckWorthy Tweets,relevance_labeling,222,29.0,0.8523,32,27558.6
405,2025-03-11,11,2025-03,A04,David Kim,mid,P001,ClaimScore Survey,claim_verification,136,74.8,0.8482,20,6545.5
406,2025-03-11,11,2025-03,A04,David Kim,mid,P002,Wildfire Detection,entity_classification,205,41.4,0.8812,24,17826.1
407,2025-03-11,11,2025-03,A05,Priya Nair,junior,P001,ClaimScore Survey,claim_verification,90,118.0,0.7187,25,2745.8
408,2025-03-11,11,2025-03,A06,Carlos Rivera,junior,P002,Wildfire Detection,entity_classification,135,71.5,0.8448,20,6797.2
409,2025-03-11,11,2025-03,A06,Carlos Rivera,junior,P003,CheckWorthy Tweets,relevance_labeling,116,51.7,0.8326,19,8077.4
410,2025-03-11,11,2025-03,A07,Fatima Hassan,mid,P003,CheckWorthy Tweets,relevance_labeling,156,46.7,0.9884,1,12025.7
411,2025-03-11,11,2025-03,A08,Tom Nguyen,junior,P001,ClaimScore Survey,claim_verification,101,75.9,0.7847,21,4790.5
